"scaffold_name","GeneID","TranscriptID","Feature","Contig","Start","Stop","Strand","Name","Product","Alias.Synonyms","EC_number","BUSCO","PFAM","InterPro","EggNog","COG","GO.Terms","Secreted","Membrane","Protease","CAZyme","Notes","begin","end","pos.mean","pos.begin","pos.end","pos.scaffold","window","variable","value","analysis","i.begin","i.end"
"CCBN010000026.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.7505,175.001,182.5,26,4763,"Cheese_3",0.000306763285024155,"pi",175001,182500
"CCBN010000027.1","gene-BN980_GECA27s00307g","gene-BN980_GECA27s00307g-T1","mRNA","CCBN010000027.1",57823,60183,"+","","hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",57823,60183,58.7505,55.001,62.5,27,4782,"Cheese_1",0,"pi",55001,62500
"CCBN010000027.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.7505,140.001,147.5,27,4799,"Cheese_1",0,"pi",140001,147500
"CCBN010000027.1","gene-BN980_GECA27s00670g","gene-BN980_GECA27s00670g-T1","mRNA","CCBN010000027.1",152286,153852,"+","TUB1_2","alpha-tubulin",NA,"","","PF00091;PF03953","IPR000217 Tubulin;IPR002452 Alpha tubulin;IPR003008 Tubulin/FtsZ, GTPase domain;IPR008280 Tubulin/FtsZ, C-terminal;IPR017975 Tubulin, conserved site;IPR018316 Tubulin/FtsZ, 2-layer sandwich domain;IPR023123 Tubulin, C-terminal;IPR036525 Tubulin/FtsZ, GTPase domain superfamily;IPR037103 Tubulin/FtsZ-like, C-terminal domain","ENOG503NVD8","Z:(Z) Cytoskeleton","GO_component: GO:0005874 - microtubule [Evidence IEA];GO_function: GO:0005525 - GTP binding [Evidence IEA];GO_function: GO:0005200 - structural constituent of cytoskeleton [Evidence IEA];GO_function: GO:0003924 - GTPase activity [Evidence IEA];GO_process: GO:0007017 - microtubule-based process [Evidence IEA]",NA,NA,"","","",152286,153852,153.7505,150.001,157.5,27,4801,"Cheese_1",0,"pi",150001,157500
"CCBN010000027.1","gene-BN980_GECA27s00681g","gene-BN980_GECA27s00681g-T1","mRNA","CCBN010000027.1",154190,155129,"+","","hypothetical protein",NA,"3.1.3.96","","PF00702;PF13419","IPR023198 Phosphoglycolate phosphatase-like, domain 2;IPR023214 HAD superfamily;IPR036412 HAD-like superfamily;IPR041492 Haloacid dehalogenase-like hydrolase","ENOG503NZGS","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YKL033W-A Putative protein of unknown function",154190,155129,153.7505,150.001,157.5,27,4801,"Cheese_1",0,"pi",150001,157500
"CCBN010000027.1","gene-BN980_GECA27s00703g","gene-BN980_GECA27s00703g-T1","mRNA","CCBN010000027.1",156812,157900,"-","","hypothetical protein",NA,"","","PF02805","IPR004026 Ada DNA repair, metal-binding;IPR009057 Homeobox-like domain superfamily;IPR018060 DNA binding HTH domain, AraC-type;IPR035451 Ada-like domain superfamily","ENOG503P5YB","H:(H) Coenzyme transport and metabolism","GO_function: GO:0003700 - DNA-binding transcription factor activity [Evidence IEA];GO_function: GO:0043565 - sequence-specific DNA binding [Evidence IEA];GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0008168 - methyltransferase activity [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA];GO_process: GO:0006281 - DNA repair [Evidence IEA]",NA,NA,"","","",156812,157900,153.7505,150.001,157.5,27,4801,"Cheese_1",0,"pi",150001,157500
"CCBN010000027.1","gene-BN980_GECA27s00010g","gene-BN980_GECA27s00010g-T1","mRNA","CCBN010000027.1",76,1341,"-","","hypothetical protein",NA,"3.6.4.12","","PF00004;PF13245;PF13604","IPR003593 AAA+ ATPase domain;IPR003840 DNA helicase;IPR010285 DNA helicase Pif1-like;IPR027417 P-loop containing nucleoside triphosphate hydrolase","ENOG503X9HT","L:(L) Replication, recombination and repair","GO_function: GO:0004386 - helicase activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0003678 - DNA helicase activity [Evidence IEA];GO_process: GO:0006281 - DNA repair [Evidence IEA];GO_process: GO:0000723 - telomere maintenance [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YML061C PIF1 DNA helicase",76,1341,3.7505,0.001,7.5,27,4771,"Cheese_3",0.000105314009661836,"pi",1,7500
"CCBN010000027.1","gene-BN980_GECA27s00021g","gene-BN980_GECA27s00021g-T1","mRNA","CCBN010000027.1",2269,4002,"-","MDR1_3","GTPase-activating protein",NA,"","","PF07690","IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NUJK","S:(S) Function unknown","GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",2269,4002,3.7505,0.001,7.5,27,4771,"Cheese_3",0.000105314009661836,"pi",1,7500
"CCBN010000027.1","gene-BN980_GECA27s00098g","gene-BN980_GECA27s00098g-T1","mRNA","CCBN010000027.1",26961,28247,"+","MAK11","Protein mak11",NA,"","EOG09342UHT","PF00400","IPR001680 WD40 repeat;IPR019775 WD40 repeat, conserved site;IPR020472 G-protein beta WD-40 repeat;IPR036322 WD40-repeat-containing domain superfamily","ENOG503NZ64","S:(S) Function unknown","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","",26961,28247,28.7505,25.001,32.5,27,4776,"Cheese_3",9.80676328502415e-05,"pi",25001,32500
"CCBN010000027.1","gene-BN980_GECA27s00120g","gene-BN980_GECA27s00120g-T1","mRNA","CCBN010000027.1",29449,30180,"-","","hypothetical protein",NA,"","","","","ENOG503P1XF","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YOR242C SSP2 Sporulation specific protein that localizes to the spore wall",29449,30180,28.7505,25.001,32.5,27,4776,"Cheese_3",9.80676328502415e-05,"pi",25001,32500
"CCBN010000027.1","gene-BN980_GECA27s00131g","gene-BN980_GECA27s00131g-T1","mRNA","CCBN010000027.1",30715,31134,"-","","hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",30715,31134,28.7505,25.001,32.5,27,4776,"Cheese_3",9.80676328502415e-05,"pi",25001,32500
"CCBN010000027.1","gene-BN980_GECA27s00142g","gene-BN980_GECA27s00142g-T1","mRNA","CCBN010000027.1",31876,35556,"+","BUD5_2","Ras guanine nucleotide exchange factor bud5",NA,"","","PF00617;PF00618","IPR000651 Ras-like guanine nucleotide exchange factor, N-terminal;IPR001452 SH3 domain;IPR001895 Ras guanine-nucleotide exchange factors catalytic domain;IPR008937 Ras-like guanine nucleotide exchange factor;IPR023578 Ras guanine nucleotide exchange factor domain superfamily;IPR036028 SH3-like domain superfamily;IPR036964 Ras guanine-nucleotide exchange factor, catalytic domain superfamily","ENOG503NVMK","T:(T) Signal transduction mechanisms","GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0005085 - guanyl-nucleotide exchange factor activity [Evidence IEA];GO_process: GO:0007264 - small GTPase mediated signal transduction [Evidence IEA]",NA,NA,"","","",31876,35556,28.7505,25.001,32.5,27,4776,"Cheese_3",9.80676328502415e-05,"pi",25001,32500
"CCBN010000027.1","gene-BN980_GECA27s00373g","gene-BN980_GECA27s00373g-T1","mRNA","CCBN010000027.1",79432,80697,"-","","hypothetical protein",NA,"","","PF00076","IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily","ENOG503Q3RU","A:(A) RNA processing and modification","GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]",NA,NA,"","","",79432,80697,78.7505,75.001,82.5,27,4786,"Cheese_3",0.000101449275362319,"pi",75001,82500
"CCBN010000027.1","gene-BN980_GECA27s00389g","gene-BN980_GECA27s00389g-T1","mRNA","CCBN010000027.1",81172,81562,"+","","hypothetical protein",NA,"","","PF06645","IPR009542 Signal peptidase complex subunit Spc1/SPCS1","ENOG503P7UN","U:(U) Intracellular trafficking, secretion, and vesicular transport","GO_component: GO:0005787 - signal peptidase complex [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_process: GO:0006465 - signal peptide processing [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YJR010C-A SPC1 Subunit of the signal peptidase complex (SPC)",81172,81562,78.7505,75.001,82.5,27,4786,"Cheese_3",0.000101449275362319,"pi",75001,82500
"CCBN010000027.1","gene-BN980_GECA27s00395g","gene-BN980_GECA27s00395g-T1","mRNA","CCBN010000027.1",82190,84337,"+","POX1_2","fatty-acyl coenzyme A oxidase",NA,"1.3.3.6","","PF00441;PF01756;PF02770;PF14749","IPR002655 Acyl-CoA oxidase, C-terminal;IPR006091 Acyl-CoA oxidase/dehydrogenase, central domain;IPR009075 Acyl-CoA dehydrogenase/oxidase C-terminal;IPR009100 Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily;IPR012258 Acyl-CoA oxidase;IPR029320 Acyl-coenzyme A oxidase, N-terminal;IPR036250 Acyl-CoA dehydrogenase-like, C-terminal;IPR037069 Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily","ENOG503NUCQ","I:(I) Lipid transport and metabolism","GO_component: GO:0005777 - peroxisome [Evidence IEA];GO_function: GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA];GO_function: GO:0071949 - FAD binding [Evidence IEA];GO_function: GO:0016627 - oxidoreductase activity, acting on the CH-CH group of donors [Evidence IEA];GO_function: GO:0003997 - acyl-CoA oxidase activity [Evidence IEA];GO_process: GO:0006635 - fatty acid beta-oxidation [Evidence IEA];GO_process: GO:0006631 - fatty acid metabolic process [Evidence IEA]",NA,NA,"","","",82190,84337,78.7505,75.001,82.5,27,4786,"Cheese_3",0.000101449275362319,"pi",75001,82500
"CCBN010000028.1","gene-BN980_GECA32s00373g","gene-BN980_GECA32s00373g-T1","mRNA","CCBN010000028.1",85057,87489,"+","","hypothetical protein",NA,"","","PF01553;PF19277","IPR002123 Phospholipid/glycerol acyltransferase;IPR022284 Glycerol-3-phosphate O-acyltransferase/Dihydroxyacetone phosphate acyltransferase;IPR041728 GPAT/DHAPAT, acyltransferase domain","ENOG503NUW6","I:(I) Lipid transport and metabolism","GO_function: GO:0008374 - O-acyltransferase activity [Evidence IEA];GO_function: GO:0016746 - acyltransferase activity [Evidence IEA];GO_process: GO:0044255 - cellular lipid metabolic process [Evidence IEA]",NA,NA,"","","",85057,87489,88.7505,85.001,92.5,28,4831,"Cheese_1",2.21343873517787e-05,"pi",85001,92500
"CCBN010000028.1","gene-BN980_GECA32s00395g","gene-BN980_GECA32s00395g-T1","mRNA","CCBN010000028.1",89209,89749,"+","","hypothetical protein",NA,"","","","","ENOG503P6Y0","S:(S) Function unknown","",NA,NA,"","","",89209,89749,88.7505,85.001,92.5,28,4831,"Cheese_1",2.21343873517787e-05,"pi",85001,92500
"CCBN010000028.1","gene-BN980_GECA32s00428g","gene-BN980_GECA32s00428g-T1","mRNA","CCBN010000028.1",90479,93651,"+","SEF1_2","suppressor protein sef1",NA,"","","PF00172;PF04082","IPR001138 Zn(2)-C6 fungal-type DNA-binding domain;IPR007219 Transcription factor domain, fungi;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily","ENOG503Q3N4","K:(K) Transcription","GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA];GO_process: GO:0006351 - transcription, DNA-templated [Evidence IEA]",NA,NA,"","","",90479,93651,88.7505,85.001,92.5,28,4831,"Cheese_1",2.21343873517787e-05,"pi",85001,92500
"CCBN010000028.1","gene-BN980_GECA32s00527g","gene-BN980_GECA32s00527g-T1","mRNA","CCBN010000028.1",113322,117888,"+","CDR1_3","Multidrug resistance protein",NA,"","","PF00005;PF01061;PF06422;PF14510","IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR005285 Pleiotropic drug resistance protein PDR/CDR;IPR010929 CDR ABC transporter;IPR013525 ABC-2 type transporter;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029481 ABC-transporter, N-terminal domain;IPR034001 ATP-binding cassette transporter, PDR-like subfamily G, domain 1;IPR034003 ATP-binding cassette transporter, PDR-like subfamily G, domain 2;IPR043926 ABC transporter family G domain","ENOG503NTZE","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0140359 - ABC-type transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA];GO_process: GO:1990961 - xenobiotic detoxification by transmembrane export across the plasma membrane [Evidence IEA]",NA,NA,"","","",113322,117888,113.7505,110.001,117.5,28,4836,"Cheese_1",1.15942028985507e-05,"pi",110001,117500
"CCBN010000028.1","gene-BN980_GECA32s00604g","gene-BN980_GECA32s00604g-T1","mRNA","CCBN010000028.1",134392,136021,"+","CIT1","citrate (Si)-synthase",NA,"2.3.3.1","","PF00285","IPR002020 Citrate synthase;IPR010109 Citrate synthase, eukaryotic-type;IPR016142 Citrate synthase-like, large alpha subdomain;IPR016143 Citrate synthase-like, small alpha subdomain;IPR019810 Citrate synthase active site;IPR036969 Citrate synthase superfamily","ENOG503NU5Z","H:(H) Coenzyme transport and metabolism","GO_function: GO:0046912 - acyltransferase, acyl groups converted into alkyl on transfer [Evidence IEA];GO_function: GO:0004108 - citrate (Si)-synthase activity [Evidence IEA];GO_process: GO:0006101 - citrate metabolic process [Evidence IEA]",NA,NA,"","","",134392,136021,133.7505,130.001,137.5,28,4840,"Cheese_1",0,"pi",130001,137500
"CCBN010000028.1","gene-BN980_GECA32s01759g","gene-BN980_GECA32s01759g-T1","mRNA","CCBN010000028.1",414212,416395,"-","RTS1_2","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform",NA,"","EOG09340RDG","PF01603","IPR002554 Protein phosphatase 2A, regulatory B subunit, B56;IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold","ENOG503NTWN","T:(T) Signal transduction mechanisms","GO_component: GO:0000159 - protein phosphatase type 2A complex [Evidence IEA];GO_function: GO:0019888 - protein phosphatase regulator activity [Evidence IEA];GO_process: GO:0007165 - signal transduction [Evidence IEA]",NA,NA,"","","",414212,416395,413.7505,410.001,417.5,28,4896,"Cheese_1",1.15942028985507e-05,"pi",410001,417500
"CCBN010000028.1","gene-BN980_GECA32s03046r","gene-BN980_GECA32s03046r-T1","tRNA","CCBN010000028.1",450307,450379,"-","","tRNA-Ala",NA,"","","","","","","",NA,NA,"","","",450307,450379,453.7505,450.001,457.5,28,4904,"Cheese_1",1.15942028985507e-05,"pi",450001,457500
"CCBN010000028.1","gene-BN980_GECA32s03057r","gene-BN980_GECA32s03057r-T1","tRNA","CCBN010000028.1",455779,455864,"-","","tRNA-Tyr",NA,"","","","","","","",NA,NA,"","","",455779,455864,453.7505,450.001,457.5,28,4904,"Cheese_1",1.15942028985507e-05,"pi",450001,457500
"CCBN010000028.1","gene-BN980_GECA32s01968g","gene-BN980_GECA32s01968g-T1","mRNA","CCBN010000028.1",457025,458425,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",457025,458425,453.7505,450.001,457.5,28,4904,"Cheese_1",1.15942028985507e-05,"pi",450001,457500
"CCBN010000028.1","gene-BN980_GECA32s00340g","gene-BN980_GECA32s00340g-T1","mRNA","CCBN010000028.1",71418,72908,"+","TOS1_2","target of Sbf",NA,"","","PF10287;PF10290","IPR018805 Cell wall protein YJL171C/Tos1, C-terminal;IPR018807 Cell wall protein YJL171C/Tos1, N-terminal","ENOG503NUXK","S:(S) Function unknown","",NA,NA,"","","",71418,72908,73.7505,70.001,77.5,28,4828,"Cheese_3",6.32850241545894e-05,"pi",70001,77500
"CCBN010000028.1","gene-BN980_GECA32s01297g","gene-BN980_GECA32s01297g-T1","mRNA","CCBN010000028.1",295735,297150,"-","PIF1_3","DNA helicase",NA,"3.6.4.12","","PF13245;PF13604","IPR010285 DNA helicase Pif1-like;IPR027417 P-loop containing nucleoside triphosphate hydrolase","ENOG503NTY9","L:(L) Replication, recombination and repair","GO_function: GO:0003678 - DNA helicase activity [Evidence IEA];GO_process: GO:0006281 - DNA repair [Evidence IEA];GO_process: GO:0000723 - telomere maintenance [Evidence IEA]",NA,NA,"","","",295735,297150,298.7505,295.001,302.5,28,4873,"Cheese_3",5.45893719806763e-05,"pi",295001,302500
"CCBN010000028.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.7505,305.001,312.5,28,4875,"Cheese_3",0,"pi",305001,312500
"CCBN010000001.1","gene-BN980_GECA01s03585g","gene-BN980_GECA01s03585g-T1","mRNA","CCBN010000001.1",756527,757162,"-","TOM20","mitochondrial import receptor subunit tom20",NA,"","EOG09344ISH","PF02064","IPR002056 Protein import receptor MAS20;IPR023392 Mitochondrial outer membrane translocase complex, Tom20 domain superfamily","ENOG503P2QG","U:(U) Intracellular trafficking, secretion, and vesicular transport","GO_component: GO:0005742 - mitochondrial outer membrane translocase complex [Evidence IEA];GO_process: GO:0006605 - protein targeting [Evidence IEA];GO_process: GO:0006886 - intracellular protein transport [Evidence IEA]",NA,NA,"","","",756527,757162,758.7505,755.001,762.5,1,152,"Cheese_1_Cheese_3",0.018774769289534,"dxy",755001,762500
"CCBN010000001.1","gene-BN980_GECA01s03596g","gene-BN980_GECA01s03596g-T1","mRNA","CCBN010000001.1",759711,761390,"+","XUT1_1","Quinate permease",NA,"","","PF00083;PF07690","IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator,  sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NUJH","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",759711,761390,758.7505,755.001,762.5,1,152,"Cheese_1_Cheese_3",0.018774769289534,"dxy",755001,762500
"CCBN010000001.1","gene-BN980_GECA01s03596g","gene-BN980_GECA01s03596g-T1","mRNA","CCBN010000001.1",759711,761390,"+","XUT1_1","Quinate permease",NA,"","","PF00083;PF07690","IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator,  sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NUJH","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",759711,761390,763.7505,760.001,767.5,1,153,"Cheese_1_Cheese_3",0.0191903698290911,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03618g","gene-BN980_GECA01s03618g-T1","mRNA","CCBN010000001.1",765389,765937,"+","","hypothetical protein",NA,"","","PF00011","IPR002068 Alpha crystallin/Hsp20 domain;IPR008978 HSP20-like chaperone;IPR031107 Small heat shock protein HSP20","ENOG503P288","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","similar to Saccharomyces cerevisiae YBR072W HSP26 Small heat shock protein (sHSP) with chaperone activity",765389,765937,763.7505,760.001,767.5,1,153,"Cheese_1_Cheese_3",0.0191903698290911,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03629g","gene-BN980_GECA01s03629g-T1","mRNA","CCBN010000001.1",766282,766794,"+","","hypothetical protein",NA,"","","PF13664","IPR025423 Domain of unknown function DUF4149","ENOG503P3JE","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YPR098C Protein of unknown function",766282,766794,763.7505,760.001,767.5,1,153,"Cheese_1_Cheese_3",0.0191903698290911,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s04289g","gene-BN980_GECA01s04289g-T1","mRNA","CCBN010000001.1",896060,898606,"+","","hypothetical protein",NA,"","","PF03169","IPR004648 Tetrapeptide transporter, OPT1/isp4;IPR004813 Oligopeptide transporter, OPT superfamily","ENOG503NUA6","T:(T) Signal transduction mechanisms","GO_function: GO:0035673 - oligopeptide transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YPR194C OPT2 Oligopeptide transporter",896060,898606,893.7505,890.001,897.5,1,179,"Cheese_1_Cheese_3",0.0174385375494071,"dxy",890001,897500
"CCBN010000001.1","gene-BN980_GECA01s10394g","gene-BN980_GECA01s10394g-T1","mRNA","CCBN010000001.1",2282950,2284689,"-","GAP2_1","amino acid permease",NA,"","","PF00324;PF13520","IPR004762 Amino acid permease, fungi;IPR004840 Amino acid permease, conserved site;IPR004841 Amino acid permease/ SLC12A domain","ENOG503NUN0","E:(E) Amino acid transport and metabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA];GO_process: GO:0006865 - amino acid transport [Evidence IEA]",NA,NA,"","","",2282950,2284689,2283.7505,2280.001,2287.5,1,457,"Cheese_1_Cheese_3",0.0167590752242926,"dxy",2280001,2287500
"CCBN010000001.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323.7505,2320.001,2327.5,1,465,"Cheese_1_Cheese_3",0.0254306492030277,"dxy",2320001,2327500
"CCBN010000001.1","gene-BN980_GECA01s10581g","gene-BN980_GECA01s10581g-T1","mRNA","CCBN010000001.1",2330368,2331732,"-","","conserved hypothetical protein. Putative C2H2 transcription factor (RfeC)",NA,"","","","IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily","ENOG503NWFS","S:(S) Function unknown","",NA,NA,"","","",2330368,2331732,2328.7505,2325.001,2332.5,1,466,"Cheese_1_Cheese_3",0.0208299516908213,"dxy",2325001,2332500
"CCBN010000001.1","gene-BN980_GECA01s03585g","gene-BN980_GECA01s03585g-T1","mRNA","CCBN010000001.1",756527,757162,"-","TOM20","mitochondrial import receptor subunit tom20",NA,"","EOG09344ISH","PF02064","IPR002056 Protein import receptor MAS20;IPR023392 Mitochondrial outer membrane translocase complex, Tom20 domain superfamily","ENOG503P2QG","U:(U) Intracellular trafficking, secretion, and vesicular transport","GO_component: GO:0005742 - mitochondrial outer membrane translocase complex [Evidence IEA];GO_process: GO:0006605 - protein targeting [Evidence IEA];GO_process: GO:0006886 - intracellular protein transport [Evidence IEA]",NA,NA,"","","",756527,757162,758.7505,755.001,762.5,1,152,"Cheese_1_Mixed-origin",0.0246378099838969,"dxy",755001,762500
"CCBN010000001.1","gene-BN980_GECA01s03596g","gene-BN980_GECA01s03596g-T1","mRNA","CCBN010000001.1",759711,761390,"+","XUT1_1","Quinate permease",NA,"","","PF00083;PF07690","IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator,  sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NUJH","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",759711,761390,758.7505,755.001,762.5,1,152,"Cheese_1_Mixed-origin",0.0246378099838969,"dxy",755001,762500
"CCBN010000001.1","gene-BN980_GECA01s03596g","gene-BN980_GECA01s03596g-T1","mRNA","CCBN010000001.1",759711,761390,"+","XUT1_1","Quinate permease",NA,"","","PF00083;PF07690","IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator,  sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily","ENOG503NUJH","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",759711,761390,763.7505,760.001,767.5,1,153,"Cheese_1_Mixed-origin",0.0240489533011272,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03618g","gene-BN980_GECA01s03618g-T1","mRNA","CCBN010000001.1",765389,765937,"+","","hypothetical protein",NA,"","","PF00011","IPR002068 Alpha crystallin/Hsp20 domain;IPR008978 HSP20-like chaperone;IPR031107 Small heat shock protein HSP20","ENOG503P288","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","similar to Saccharomyces cerevisiae YBR072W HSP26 Small heat shock protein (sHSP) with chaperone activity",765389,765937,763.7505,760.001,767.5,1,153,"Cheese_1_Mixed-origin",0.0240489533011272,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s03629g","gene-BN980_GECA01s03629g-T1","mRNA","CCBN010000001.1",766282,766794,"+","","hypothetical protein",NA,"","","PF13664","IPR025423 Domain of unknown function DUF4149","ENOG503P3JE","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YPR098C Protein of unknown function",766282,766794,763.7505,760.001,767.5,1,153,"Cheese_1_Mixed-origin",0.0240489533011272,"dxy",760001,767500
"CCBN010000001.1","gene-BN980_GECA01s04036g","gene-BN980_GECA01s04036g-T1","mRNA","CCBN010000001.1",839193,840725,"-","","hypothetical protein",NA,"","","PF00169","IPR001849 Pleckstrin homology domain;IPR011993 PH-like domain superfamily;IPR027267 AH/BAR domain superfamily","ENOG503NV8W","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YIL105C SLM1 Phosphoinositide PI4,5P(2) binding protein",839193,840725,843.7505,840.001,847.5,1,169,"Cheese_1_Mixed-origin",0.0180121095008052,"dxy",840001,847500
"CCBN010000001.1","gene-BN980_GECA01s04080g","gene-BN980_GECA01s04080g-T1","mRNA","CCBN010000001.1",845618,847609,"+","","hypothetical protein, no similarity",NA,"","","","IPR008906 HAT, C-terminal dimerisation domain;IPR012337 Ribonuclease H-like superfamily","","","GO_function: GO:0046983 - protein dimerization activity [Evidence IEA]",NA,NA,"","","",845618,847609,843.7505,840.001,847.5,1,169,"Cheese_1_Mixed-origin",0.0180121095008052,"dxy",840001,847500
